timestamp,consent_given
2025-03-16 15:01:24,True
2025-03-16 15:01:24,True
2025-03-16 15:01:24,True
2025-03-16 15:01:25,True
2025-03-16 15:01:25,True
2025-03-16 15:01:26,True
2025-03-16 15:01:26,True
2025-03-16 15:01:27,True
2025-03-16 15:13:20,True
